TWTR (TWITTER INC),33.06,-0.55,
Feb 18 2018 @ 14:55 ET,Bid,33.05,Ask,33.06,Size,0x0,Vol,27900974,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
18 Feb 35.50 (TWTR1823B35.5-E),0.10,0.0,0.09,0.12,5,173,18 Feb 35.50 (TWTR1823N35.5-E),1.87,0.0,2.47,2.59,0,54,
18 Feb 35.50 (TWTR1823B35.5-I),0.35,0.0,0.10,0.12,0,173,18 Feb 35.50 (TWTR1823N35.5-I),2.10,0.0,2.47,2.58,0,54,
18 Feb 35.50 (TWTR1823B35.5-J),0.0,0.0,0.05,0.12,0,173,18 Feb 35.50 (TWTR1823N35.5-J),0.0,0.0,2.44,2.60,0,54,
18 Feb 35.50 (TWTR1823B35.5-K),0.0,0.0,0.0,5.00,0,173,18 Feb 35.50 (TWTR1823N35.5-K),0.0,0.0,0.0,5.00,0,54,
18 Feb 35.50 (TWTR1823B35.5-O),0.33,0.0,0.10,0.12,0,173,18 Feb 35.50 (TWTR1823N35.5-O),2.08,0.0,2.52,2.58,0,54,
18 Feb 35.50 (TWTR1823B35.5-OG),0.0,0.0,0.05,0.12,0,173,18 Feb 35.50 (TWTR1823N35.5-OG),0.0,0.0,2.45,2.58,0,54,
18 Feb 35.50 (TWTR1823B35.5-P),0.12,-0.21,0.10,0.12,2,173,18 Feb 35.50 (TWTR1823N35.5-P),2.08,0.0,2.48,2.58,0,54,
18 Feb 35.50 (TWTR1823B35.5-S),0.50,0.0,0.10,0.12,0,173,18 Feb 35.50 (TWTR1823N35.5-S),2.33,0.0,2.48,2.58,0,54,
18 Feb 35.50 (TWTR1823B35.5-X),0.46,0.0,0.09,0.12,0,173,18 Feb 35.50 (TWTR1823N35.5-X),0.0,0.0,2.47,2.58,0,54,
18 Feb 35.50 (TWTR1823B35.5-Y),0.13,0.0,0.10,0.12,1,173,18 Feb 35.50 (TWTR1823N35.5-Y),0.0,0.0,2.52,2.66,0,54,
18 Feb 36.00 (TWTR1823B36),0.09,-0.13,0.07,0.09,214,870,18 Feb 36.00 (TWTR1823N36),3.10,+0.54,2.95,3.05,25,24,
18 Feb 36.00 (TWTR1823B36-3),0.10,-0.14,0.05,0.15,18,870,18 Feb 36.00 (TWTR1823N36-3),0.0,0.0,2.87,3.05,0,24,
18 Feb 36.00 (TWTR1823B36-4),0.09,-0.15,0.06,0.09,10,870,18 Feb 36.00 (TWTR1823N36-4),0.0,0.0,2.93,3.05,0,24,
18 Feb 36.00 (TWTR1823B36-8),0.43,0.0,0.06,0.09,0,870,18 Feb 36.00 (TWTR1823N36-8),3.03,0.0,2.95,3.05,5,24,
18 Feb 36.00 (TWTR1823B36-A),0.09,-0.13,0.06,0.09,4,870,18 Feb 36.00 (TWTR1823N36-A),2.40,0.0,2.93,3.05,0,24,
18 Feb 36.00 (TWTR1823B36-B),0.44,0.0,0.01,0.16,0,870,18 Feb 36.00 (TWTR1823N36-B),3.06,0.0,2.87,3.30,0,24,
18 Feb 36.00 (TWTR1823B36-E),0.10,-0.10,0.06,0.09,45,870,18 Feb 36.00 (TWTR1823N36-E),3.12,0.0,2.95,3.05,10,24,
18 Feb 36.00 (TWTR1823B36-I),0.25,0.0,0.07,0.09,0,870,18 Feb 36.00 (TWTR1823N36-I),0.0,0.0,2.95,3.05,0,24,
18 Feb 36.00 (TWTR1823B36-J),0.41,0.0,0.01,0.16,0,870,18 Feb 36.00 (TWTR1823N36-J),0.0,0.0,2.87,3.30,0,24,
18 Feb 36.00 (TWTR1823B36-K),0.0,0.0,0.0,0.09,0,870,18 Feb 36.00 (TWTR1823N36-K),0.0,0.0,0.50,3.05,0,24,
18 Feb 36.00 (TWTR1823B36-O),0.08,-0.17,0.07,0.09,100,870,18 Feb 36.00 (TWTR1823N36-O),3.10,+0.54,2.92,3.05,10,24,
18 Feb 36.00 (TWTR1823B36-OG),0.10,-0.12,0.02,0.09,12,870,18 Feb 36.00 (TWTR1823N36-OG),0.0,0.0,2.87,3.05,0,24,
18 Feb 36.00 (TWTR1823B36-P),0.10,-0.15,0.07,0.09,4,870,18 Feb 36.00 (TWTR1823N36-P),2.56,0.0,2.87,3.05,0,24,
18 Feb 36.00 (TWTR1823B36-S),0.15,0.0,0.07,0.09,0,870,18 Feb 36.00 (TWTR1823N36-S),0.0,0.0,2.94,3.05,0,24,
18 Feb 36.00 (TWTR1823B36-X),0.10,-0.13,0.06,0.09,12,870,18 Feb 36.00 (TWTR1823N36-X),0.0,0.0,2.93,3.05,0,24,
18 Feb 36.00 (TWTR1823B36-Y),0.09,-0.16,0.07,0.09,9,870,18 Feb 36.00 (TWTR1823N36-Y),0.0,0.0,2.88,3.05,0,24,
18 Feb 36.50 (TWTR1823B36.5),0.06,-0.24,0.04,0.06,276,2,18 Feb 36.50 (TWTR1823N36.5),3.25,0.0,3.40,3.55,8,0,
18 Feb 36.50 (TWTR1823B36.5-3),0.0,0.0,0.04,0.14,0,2,18 Feb 36.50 (TWTR1823N36.5-3),0.0,0.0,3.20,3.55,0,0,
18 Feb 36.50 (TWTR1823B36.5-4),0.07,0.0,0.04,0.08,9,2,18 Feb 36.50 (TWTR1823N36.5-4),0.0,0.0,3.25,3.55,0,0,
18 Feb 36.50 (TWTR1823B36.5-8),0.0,0.0,0.04,0.08,0,2,18 Feb 36.50 (TWTR1823N36.5-8),0.0,0.0,3.20,3.85,0,0,
18 Feb 36.50 (TWTR1823B36.5-A),0.0,0.0,0.04,0.08,0,2,18 Feb 36.50 (TWTR1823N36.5-A),0.0,0.0,3.40,3.70,0,0,
18 Feb 36.50 (TWTR1823B36.5-B),0.0,0.0,0.0,0.14,0,2,18 Feb 36.50 (TWTR1823N36.5-B),0.0,0.0,3.20,3.55,0,0,
18 Feb 36.50 (TWTR1823B36.5-E),0.06,0.0,0.04,0.08,95,2,18 Feb 36.50 (TWTR1823N36.5-E),0.0,0.0,3.15,3.80,0,0,
18 Feb 36.50 (TWTR1823B36.5-I),0.06,0.0,0.04,0.06,73,2,18 Feb 36.50 (TWTR1823N36.5-I),0.0,0.0,3.40,3.55,0,0,
18 Feb 36.50 (TWTR1823B36.5-J),0.0,0.0,0.04,0.14,0,2,18 Feb 36.50 (TWTR1823N36.5-J),0.0,0.0,3.20,3.80,0,0,
18 Feb 36.50 (TWTR1823B36.5-K),0.0,0.0,0.04,5.00,0,2,18 Feb 36.50 (TWTR1823N36.5-K),0.0,0.0,1.00,5.80,0,0,
18 Feb 36.50 (TWTR1823B36.5-O),0.06,-0.24,0.04,0.06,16,2,18 Feb 36.50 (TWTR1823N36.5-O),3.25,0.0,3.40,3.55,8,0,
18 Feb 36.50 (TWTR1823B36.5-OG),0.06,-0.01,0.0,0.14,23,2,18 Feb 36.50 (TWTR1823N36.5-OG),0.0,0.0,3.20,3.55,0,0,
18 Feb 36.50 (TWTR1823B36.5-P),0.28,0.0,0.04,0.06,0,2,18 Feb 36.50 (TWTR1823N36.5-P),0.0,0.0,3.25,3.85,0,0,
18 Feb 36.50 (TWTR1823B36.5-S),0.06,0.0,0.04,0.06,13,2,18 Feb 36.50 (TWTR1823N36.5-S),0.0,0.0,3.40,3.55,0,0,
18 Feb 36.50 (TWTR1823B36.5-X),0.07,+0.03,0.04,0.09,47,2,18 Feb 36.50 (TWTR1823N36.5-X),0.0,0.0,3.40,3.65,0,0,
18 Feb 36.50 (TWTR1823B36.5-Y),0.0,0.0,0.04,0.06,0,2,18 Feb 36.50 (TWTR1823N36.5-Y),0.0,0.0,3.15,3.55,0,0,
18 Feb 37.00 (TWTR1823B37),0.05,-0.06,0.04,0.05,334,406,18 Feb 37.00 (TWTR1823N37),4.15,0.0,3.85,4.20,0,1,
18 Feb 37.00 (TWTR1823B37-3),0.05,-0.07,0.0,0.10,6,406,18 Feb 37.00 (TWTR1823N37-3),0.0,0.0,3.60,4.20,0,1,
18 Feb 37.00 (TWTR1823B37-4),0.05,-0.20,0.01,0.08,40,406,18 Feb 37.00 (TWTR1823N37-4),0.0,0.0,3.55,4.20,0,1,
18 Feb 37.00 (TWTR1823B37-8),0.05,-0.03,0.0,0.05,3,406,18 Feb 37.00 (TWTR1823N37-8),0.0,0.0,3.50,4.55,0,1,
18 Feb 37.00 (TWTR1823B37-A),0.19,0.0,0.01,0.08,0,406,18 Feb 37.00 (TWTR1823N37-A),0.0,0.0,3.50,4.55,0,1,
18 Feb 37.00 (TWTR1823B37-B),0.25,0.0,0.0,0.13,0,406,18 Feb 37.00 (TWTR1823N37-B),0.0,0.0,3.50,4.25,0,1,
18 Feb 37.00 (TWTR1823B37-E),0.05,-0.05,0.0,0.08,42,406,18 Feb 37.00 (TWTR1823N37-E),4.15,0.0,3.60,4.45,0,1,
18 Feb 37.00 (TWTR1823B37-I),0.05,-0.01,0.03,0.05,160,406,18 Feb 37.00 (TWTR1823N37-I),4.60,0.0,3.85,4.20,0,1,
18 Feb 37.00 (TWTR1823B37-J),0.0,0.0,0.0,0.13,0,406,18 Feb 37.00 (TWTR1823N37-J),0.0,0.0,3.55,4.25,0,1,
18 Feb 37.00 (TWTR1823B37-K),0.0,0.0,0.0,5.00,0,406,18 Feb 37.00 (TWTR1823N37-K),0.0,0.0,1.50,6.25,0,1,
18 Feb 37.00 (TWTR1823B37-O),0.05,-0.20,0.04,0.05,12,406,18 Feb 37.00 (TWTR1823N37-O),0.0,0.0,3.85,4.20,0,1,
18 Feb 37.00 (TWTR1823B37-OG),0.11,0.0,0.0,0.05,0,406,18 Feb 37.00 (TWTR1823N37-OG),0.0,0.0,3.55,4.20,0,1,
18 Feb 37.00 (TWTR1823B37-P),0.06,-0.06,0.03,0.05,10,406,18 Feb 37.00 (TWTR1823N37-P),0.0,0.0,3.50,4.35,0,1,
18 Feb 37.00 (TWTR1823B37-S),0.06,-0.05,0.03,0.05,49,406,18 Feb 37.00 (TWTR1823N37-S),0.0,0.0,3.85,4.20,0,1,
18 Feb 37.00 (TWTR1823B37-X),0.16,0.0,0.01,0.08,0,406,18 Feb 37.00 (TWTR1823N37-X),0.0,0.0,3.55,4.30,0,1,
18 Feb 37.00 (TWTR1823B37-Y),0.06,-0.05,0.0,0.05,12,406,18 Feb 37.00 (TWTR1823N37-Y),0.0,0.0,3.60,4.20,0,1,
18 Feb 37.50 (TWTR1823B37.5),0.04,-0.04,0.03,0.04,148,122,18 Feb 37.50 (TWTR1823N37.5),3.85,0.0,4.35,4.50,0,1,
18 Feb 37.50 (TWTR1823B37.5-3),0.04,-0.10,0.0,0.04,62,122,18 Feb 37.50 (TWTR1823N37.5-3),3.85,0.0,4.10,4.50,0,1,
18 Feb 37.50 (TWTR1823B37.5-4),0.04,0.0,0.01,0.04,83,122,18 Feb 37.50 (TWTR1823N37.5-4),0.0,0.0,4.05,4.50,0,1,
18 Feb 37.50 (TWTR1823B37.5-8),0.0,0.0,0.0,0.04,0,122,18 Feb 37.50 (TWTR1823N37.5-8),0.0,0.0,4.00,4.90,0,1,
18 Feb 37.50 (TWTR1823B37.5-A),0.04,0.0,0.01,0.04,3,122,18 Feb 37.50 (TWTR1823N37.5-A),0.0,0.0,4.05,4.85,0,1,
18 Feb 37.50 (TWTR1823B37.5-B),0.0,0.0,0.0,0.12,0,122,18 Feb 37.50 (TWTR1823N37.5-B),0.0,0.0,4.15,4.55,0,1,
18 Feb 37.50 (TWTR1823B37.5-E),0.08,0.0,0.0,0.04,0,122,18 Feb 37.50 (TWTR1823N37.5-E),0.0,0.0,4.10,4.75,0,1,
18 Feb 37.50 (TWTR1823B37.5-I),0.16,0.0,0.03,0.04,0,122,18 Feb 37.50 (TWTR1823N37.5-I),0.0,0.0,4.35,4.85,0,1,
18 Feb 37.50 (TWTR1823B37.5-J),0.0,0.0,0.0,0.04,0,122,18 Feb 37.50 (TWTR1823N37.5-J),0.0,0.0,4.15,4.55,0,1,
18 Feb 37.50 (TWTR1823B37.5-K),0.0,0.0,0.0,0.04,0,122,18 Feb 37.50 (TWTR1823N37.5-K),0.0,0.0,2.00,6.75,0,1,
18 Feb 37.50 (TWTR1823B37.5-O),0.17,0.0,0.01,0.04,0,122,18 Feb 37.50 (TWTR1823N37.5-O),0.0,0.0,4.35,4.50,0,1,
18 Feb 37.50 (TWTR1823B37.5-OG),0.0,0.0,0.0,0.04,0,122,18 Feb 37.50 (TWTR1823N37.5-OG),0.0,0.0,4.15,4.50,0,1,
18 Feb 37.50 (TWTR1823B37.5-P),0.0,0.0,0.02,0.04,0,122,18 Feb 37.50 (TWTR1823N37.5-P),0.0,0.0,4.15,4.80,0,1,
18 Feb 37.50 (TWTR1823B37.5-S),0.0,0.0,0.02,0.04,0,122,18 Feb 37.50 (TWTR1823N37.5-S),0.0,0.0,4.35,4.80,0,1,
18 Feb 37.50 (TWTR1823B37.5-X),0.22,0.0,0.01,0.04,0,122,18 Feb 37.50 (TWTR1823N37.5-X),0.0,0.0,4.00,4.80,0,1,
18 Feb 37.50 (TWTR1823B37.5-Y),0.0,0.0,0.0,0.04,0,122,18 Feb 37.50 (TWTR1823N37.5-Y),0.0,0.0,4.05,4.80,0,1,
18 Feb 38.00 (TWTR1823B38),0.02,-0.10,0.01,0.03,31,66,18 Feb 38.00 (TWTR1823N38),0.0,0.0,4.90,5.00,0,0,
18 Feb 38.00 (TWTR1823B38-3),0.02,0.0,0.0,0.10,5,66,18 Feb 38.00 (TWTR1823N38-3),0.0,0.0,4.65,5.00,0,0,
18 Feb 38.00 (TWTR1823B38-4),0.12,0.0,0.01,0.04,0,66,18 Feb 38.00 (TWTR1823N38-4),0.0,0.0,4.50,5.00,0,0,
18 Feb 38.00 (TWTR1823B38-8),0.0,0.0,0.01,0.08,0,66,18 Feb 38.00 (TWTR1823N38-8),0.0,0.0,4.50,5.35,0,0,
18 Feb 38.00 (TWTR1823B38-A),0.14,0.0,0.01,0.04,0,66,18 Feb 38.00 (TWTR1823N38-A),0.0,0.0,4.50,5.35,0,0,
18 Feb 38.00 (TWTR1823B38-B),0.16,0.0,0.0,0.11,0,66,18 Feb 38.00 (TWTR1823N38-B),0.0,0.0,4.60,5.05,0,0,
18 Feb 38.00 (TWTR1823B38-E),0.0,0.0,0.01,0.04,0,66,18 Feb 38.00 (TWTR1823N38-E),0.0,0.0,4.65,5.25,0,0,
18 Feb 38.00 (TWTR1823B38-I),0.14,0.0,0.01,0.08,0,66,18 Feb 38.00 (TWTR1823N38-I),0.0,0.0,4.90,5.30,0,0,
18 Feb 38.00 (TWTR1823B38-J),0.0,0.0,0.0,0.11,0,66,18 Feb 38.00 (TWTR1823N38-J),0.0,0.0,4.60,5.05,0,0,
18 Feb 38.00 (TWTR1823B38-K),0.0,0.0,0.0,5.00,0,66,18 Feb 38.00 (TWTR1823N38-K),0.0,0.0,2.50,7.25,0,0,
18 Feb 38.00 (TWTR1823B38-O),0.14,0.0,0.01,0.03,0,66,18 Feb 38.00 (TWTR1823N38-O),0.0,0.0,4.90,5.00,0,0,
18 Feb 38.00 (TWTR1823B38-OG),0.0,0.0,0.0,0.11,0,66,18 Feb 38.00 (TWTR1823N38-OG),0.0,0.0,4.60,5.00,0,0,
18 Feb 38.00 (TWTR1823B38-P),0.13,0.0,0.01,0.03,0,66,18 Feb 38.00 (TWTR1823N38-P),0.0,0.0,4.60,5.30,0,0,
18 Feb 38.00 (TWTR1823B38-S),0.02,-0.11,0.01,0.03,10,66,18 Feb 38.00 (TWTR1823N38-S),0.0,0.0,4.60,5.00,0,0,
18 Feb 38.00 (TWTR1823B38-X),0.02,0.0,0.01,0.04,15,66,18 Feb 38.00 (TWTR1823N38-X),0.0,0.0,4.60,5.30,0,0,
18 Feb 38.00 (TWTR1823B38-Y),0.02,0.0,0.01,0.11,1,66,18 Feb 38.00 (TWTR1823N38-Y),0.0,0.0,4.60,5.30,0,0,
18 Feb 38.50 (TWTR1823B38.5),0.03,0.0,0.01,0.03,0,10,18 Feb 38.50 (TWTR1823N38.5),0.0,0.0,5.25,5.50,0,0,
18 Feb 38.50 (TWTR1823B38.5-3),0.0,0.0,0.0,0.03,0,10,18 Feb 38.50 (TWTR1823N38.5-3),0.0,0.0,5.00,5.50,0,0,
18 Feb 38.50 (TWTR1823B38.5-4),0.0,0.0,0.0,0.08,0,10,18 Feb 38.50 (TWTR1823N38.5-4),0.0,0.0,5.05,5.50,0,0,
18 Feb 38.50 (TWTR1823B38.5-8),0.0,0.0,0.0,0.11,0,10,18 Feb 38.50 (TWTR1823N38.5-8),0.0,0.0,5.00,5.85,0,0,
18 Feb 38.50 (TWTR1823B38.5-A),0.0,0.0,0.0,0.11,0,10,18 Feb 38.50 (TWTR1823N38.5-A),0.0,0.0,5.00,5.85,0,0,
18 Feb 38.50 (TWTR1823B38.5-B),0.0,0.0,0.0,0.03,0,10,18 Feb 38.50 (TWTR1823N38.5-B),0.0,0.0,5.10,5.55,0,0,
18 Feb 38.50 (TWTR1823B38.5-E),0.0,0.0,0.0,0.08,0,10,18 Feb 38.50 (TWTR1823N38.5-E),0.0,0.0,5.00,5.75,0,0,
18 Feb 38.50 (TWTR1823B38.5-I),0.0,0.0,0.0,0.04,0,10,18 Feb 38.50 (TWTR1823N38.5-I),0.0,0.0,5.25,5.55,0,0,
18 Feb 38.50 (TWTR1823B38.5-J),0.0,0.0,0.0,0.03,0,10,18 Feb 38.50 (TWTR1823N38.5-J),0.0,0.0,5.10,5.55,0,0,
18 Feb 38.50 (TWTR1823B38.5-K),0.0,0.0,0.0,5.00,0,10,18 Feb 38.50 (TWTR1823N38.5-K),0.0,0.0,3.00,7.70,0,0,
18 Feb 38.50 (TWTR1823B38.5-O),0.10,0.0,0.0,0.03,0,10,18 Feb 38.50 (TWTR1823N38.5-O),0.0,0.0,5.25,5.50,0,0,
18 Feb 38.50 (TWTR1823B38.5-OG),0.0,0.0,0.0,0.03,0,10,18 Feb 38.50 (TWTR1823N38.5-OG),0.0,0.0,5.10,5.50,0,0,
18 Feb 38.50 (TWTR1823B38.5-P),0.03,0.0,0.01,0.03,0,10,18 Feb 38.50 (TWTR1823N38.5-P),0.0,0.0,5.10,5.80,0,0,
18 Feb 38.50 (TWTR1823B38.5-S),0.0,0.0,0.01,0.03,0,10,18 Feb 38.50 (TWTR1823N38.5-S),0.0,0.0,5.25,5.80,0,0,
18 Feb 38.50 (TWTR1823B38.5-X),0.0,0.0,0.0,0.08,0,10,18 Feb 38.50 (TWTR1823N38.5-X),0.0,0.0,4.95,5.80,0,0,
18 Feb 38.50 (TWTR1823B38.5-Y),0.0,0.0,0.0,0.11,0,10,18 Feb 38.50 (TWTR1823N38.5-Y),0.0,0.0,5.00,5.50,0,0,
18 Feb 39.00 (TWTR1823B39),0.08,0.0,0.01,0.03,0,18,18 Feb 39.00 (TWTR1823N39),5.80,0.0,5.90,6.00,0,3,
18 Feb 39.00 (TWTR1823B39-3),0.0,0.0,0.0,0.03,0,18,18 Feb 39.00 (TWTR1823N39-3),0.0,0.0,5.65,6.00,0,3,
18 Feb 39.00 (TWTR1823B39-4),0.0,0.0,0.0,0.03,0,18,18 Feb 39.00 (TWTR1823N39-4),0.0,0.0,3.50,6.00,0,3,
18 Feb 39.00 (TWTR1823B39-8),0.0,0.0,0.0,0.10,0,18,18 Feb 39.00 (TWTR1823N39-8),0.0,0.0,5.50,6.30,0,3,
18 Feb 39.00 (TWTR1823B39-A),0.0,0.0,0.0,0.10,0,18,18 Feb 39.00 (TWTR1823N39-A),0.0,0.0,5.50,6.30,0,3,
18 Feb 39.00 (TWTR1823B39-B),0.0,0.0,0.0,0.03,0,18,18 Feb 39.00 (TWTR1823N39-B),0.0,0.0,5.50,6.05,0,3,
18 Feb 39.00 (TWTR1823B39-E),0.0,0.0,0.0,0.11,0,18,18 Feb 39.00 (TWTR1823N39-E),0.0,0.0,5.65,6.25,0,3,
18 Feb 39.00 (TWTR1823B39-I),0.07,0.0,0.0,0.11,0,18,18 Feb 39.00 (TWTR1823N39-I),0.0,0.0,5.90,6.30,0,3,
18 Feb 39.00 (TWTR1823B39-J),0.0,0.0,0.0,0.03,0,18,18 Feb 39.00 (TWTR1823N39-J),0.0,0.0,5.50,6.00,0,3,
18 Feb 39.00 (TWTR1823B39-K),0.0,0.0,0.0,5.00,0,18,18 Feb 39.00 (TWTR1823N39-K),0.0,0.0,3.50,8.20,0,3,
18 Feb 39.00 (TWTR1823B39-O),0.10,0.0,0.0,0.03,0,18,18 Feb 39.00 (TWTR1823N39-O),0.0,0.0,5.90,6.00,0,3,
18 Feb 39.00 (TWTR1823B39-OG),0.0,0.0,0.0,0.03,0,18,18 Feb 39.00 (TWTR1823N39-OG),0.0,0.0,5.50,6.00,0,3,
18 Feb 39.00 (TWTR1823B39-P),0.0,0.0,0.01,0.03,0,18,18 Feb 39.00 (TWTR1823N39-P),5.80,0.0,5.70,6.30,0,3,
18 Feb 39.00 (TWTR1823B39-S),0.0,0.0,0.0,0.08,0,18,18 Feb 39.00 (TWTR1823N39-S),0.0,0.0,5.50,6.00,0,3,
18 Feb 39.00 (TWTR1823B39-X),0.08,0.0,0.0,0.10,0,18,18 Feb 39.00 (TWTR1823N39-X),0.0,0.0,5.50,6.30,0,3,
18 Feb 39.00 (TWTR1823B39-Y),0.10,0.0,0.0,0.11,0,18,18 Feb 39.00 (TWTR1823N39-Y),0.0,0.0,5.60,6.30,0,3,
18 Feb 39.50 (TWTR1823B39.5),0.0,0.0,0.0,0.03,0,0,18 Feb 39.50 (TWTR1823N39.5),0.0,0.0,6.35,6.50,0,0,
18 Feb 39.50 (TWTR1823B39.5-3),0.0,0.0,0.0,0.03,0,0,18 Feb 39.50 (TWTR1823N39.5-3),0.0,0.0,6.05,6.50,0,0,
18 Feb 39.50 (TWTR1823B39.5-4),0.0,0.0,0.0,0.03,0,0,18 Feb 39.50 (TWTR1823N39.5-4),0.0,0.0,6.05,6.50,0,0,
18 Feb 39.50 (TWTR1823B39.5-8),0.0,0.0,0.0,0.10,0,0,18 Feb 39.50 (TWTR1823N39.5-8),0.0,0.0,6.00,6.85,0,0,
18 Feb 39.50 (TWTR1823B39.5-A),0.0,0.0,0.0,0.07,0,0,18 Feb 39.50 (TWTR1823N39.5-A),0.0,0.0,6.00,6.85,0,0,
18 Feb 39.50 (TWTR1823B39.5-B),0.0,0.0,0.0,0.03,0,0,18 Feb 39.50 (TWTR1823N39.5-B),0.0,0.0,6.10,6.80,0,0,
18 Feb 39.50 (TWTR1823B39.5-E),0.0,0.0,0.0,0.11,0,0,18 Feb 39.50 (TWTR1823N39.5-E),0.0,0.0,6.10,6.75,0,0,
18 Feb 39.50 (TWTR1823B39.5-I),0.0,0.0,0.0,0.11,0,0,18 Feb 39.50 (TWTR1823N39.5-I),0.0,0.0,6.35,6.80,0,0,
18 Feb 39.50 (TWTR1823B39.5-J),0.0,0.0,0.0,0.03,0,0,18 Feb 39.50 (TWTR1823N39.5-J),0.0,0.0,6.05,6.50,0,0,
18 Feb 39.50 (TWTR1823B39.5-K),0.0,0.0,0.0,5.00,0,0,18 Feb 39.50 (TWTR1823N39.5-K),0.0,0.0,4.00,8.70,0,0,
18 Feb 39.50 (TWTR1823B39.5-O),0.0,0.0,0.0,0.03,0,0,18 Feb 39.50 (TWTR1823N39.5-O),0.0,0.0,6.35,6.50,0,0,
18 Feb 39.50 (TWTR1823B39.5-OG),0.0,0.0,0.0,0.03,0,0,18 Feb 39.50 (TWTR1823N39.5-OG),0.0,0.0,6.05,6.50,0,0,
18 Feb 39.50 (TWTR1823B39.5-P),0.0,0.0,0.0,0.03,0,0,18 Feb 39.50 (TWTR1823N39.5-P),0.0,0.0,6.10,6.80,0,0,
18 Feb 39.50 (TWTR1823B39.5-S),0.0,0.0,0.0,0.08,0,0,18 Feb 39.50 (TWTR1823N39.5-S),0.0,0.0,6.35,6.80,0,0,
18 Feb 39.50 (TWTR1823B39.5-X),0.0,0.0,0.0,0.10,0,0,18 Feb 39.50 (TWTR1823N39.5-X),0.0,0.0,5.95,6.80,0,0,
18 Feb 39.50 (TWTR1823B39.5-Y),0.0,0.0,0.0,0.10,0,0,18 Feb 39.50 (TWTR1823N39.5-Y),0.0,0.0,6.10,6.50,0,0,
18 Feb 40.00 (TWTR1823B40),0.04,0.0,0.0,0.03,0,217,18 Feb 40.00 (TWTR1823N40),6.80,+0.45,6.90,7.00,10,15,
18 Feb 40.00 (TWTR1823B40-3),0.0,0.0,0.0,0.03,0,217,18 Feb 40.00 (TWTR1823N40-3),0.0,0.0,6.65,7.00,0,15,
18 Feb 40.00 (TWTR1823B40-4),0.0,0.0,0.0,0.03,0,217,18 Feb 40.00 (TWTR1823N40-4),0.0,0.0,6.70,7.00,0,15,
18 Feb 40.00 (TWTR1823B40-8),0.04,0.0,0.0,0.11,0,217,18 Feb 40.00 (TWTR1823N40-8),0.0,0.0,6.70,7.25,0,15,
18 Feb 40.00 (TWTR1823B40-A),0.0,0.0,0.0,0.10,0,217,18 Feb 40.00 (TWTR1823N40-A),0.0,0.0,6.85,7.15,0,15,
18 Feb 40.00 (TWTR1823B40-B),0.0,0.0,0.0,0.03,0,217,18 Feb 40.00 (TWTR1823N40-B),0.0,0.0,6.70,7.00,0,15,
18 Feb 40.00 (TWTR1823B40-E),0.07,0.0,0.0,0.08,0,217,18 Feb 40.00 (TWTR1823N40-E),6.80,+0.34,6.65,7.25,10,15,
18 Feb 40.00 (TWTR1823B40-I),0.04,0.0,0.0,0.08,0,217,18 Feb 40.00 (TWTR1823N40-I),6.20,0.0,6.90,7.00,0,15,
18 Feb 40.00 (TWTR1823B40-J),0.0,0.0,0.0,0.03,0,217,18 Feb 40.00 (TWTR1823N40-J),0.0,0.0,6.65,7.00,0,15,
18 Feb 40.00 (TWTR1823B40-K),0.0,0.0,0.0,5.00,0,217,18 Feb 40.00 (TWTR1823N40-K),0.0,0.0,4.50,9.15,0,15,
18 Feb 40.00 (TWTR1823B40-O),0.0,0.0,0.0,0.03,0,217,18 Feb 40.00 (TWTR1823N40-O),0.0,0.0,6.90,7.00,0,15,
18 Feb 40.00 (TWTR1823B40-OG),0.0,0.0,0.0,0.03,0,217,18 Feb 40.00 (TWTR1823N40-OG),0.0,0.0,6.65,7.00,0,15,
18 Feb 40.00 (TWTR1823B40-P),0.08,0.0,0.0,0.03,0,217,18 Feb 40.00 (TWTR1823N40-P),6.35,0.0,6.70,7.30,0,15,
18 Feb 40.00 (TWTR1823B40-S),0.04,0.0,0.0,0.03,0,217,18 Feb 40.00 (TWTR1823N40-S),0.0,0.0,6.90,7.00,0,15,
18 Feb 40.00 (TWTR1823B40-X),0.04,0.0,0.0,0.10,0,217,18 Feb 40.00 (TWTR1823N40-X),0.0,0.0,6.85,7.10,0,15,
18 Feb 40.00 (TWTR1823B40-Y),0.08,0.0,0.0,0.10,0,217,18 Feb 40.00 (TWTR1823N40-Y),0.0,0.0,6.65,7.00,0,15,
18 Mar 15.50 (TWTR1802C15.5),0.0,0.0,17.05,17.60,0,0,18 Mar 15.50 (TWTR1802O15.5),0.06,0.0,0.0,0.02,0,1,
18 Mar 15.50 (TWTR1802C15.5-3),0.0,0.0,16.80,17.85,0,0,18 Mar 15.50 (TWTR1802O15.5-3),0.0,0.0,0.0,0.02,0,1,
18 Mar 15.50 (TWTR1802C15.5-4),0.0,0.0,16.80,17.60,0,0,18 Mar 15.50 (TWTR1802O15.5-4),0.0,0.0,0.0,0.02,0,1,
18 Mar 15.50 (TWTR1802C15.5-8),0.0,0.0,16.80,17.85,0,0,18 Mar 15.50 (TWTR1802O15.5-8),0.0,0.0,0.0,0.06,0,1,
18 Mar 15.50 (TWTR1802C15.5-A),0.0,0.0,0.0,0.0,0,0,18 Mar 15.50 (TWTR1802O15.5-A),0.0,0.0,0.0,0.02,0,1,
